order_id,order_timestamp,order_month,year_month,order_year,order_month_num,order_quarter,kota,provinsi,courier,service_type,payment_method,payment_category,total_payment,discount_amount,shipping_paid_by_buyer,estimated_shipping_cost,total_qty,total_weight_gr,total_returned_qty,has_discount,is_high_value,customer_id
ORD_0000036,2024-04-08 16:50:00,2024-04-01,2024-04,2024,4,2,KAB. KEPULAUAN SIAU TAGULANDANG BIARO (SITARO),SULAWESI UTARA,Reguler (Cashless),J&T Express,COD (Bayar di Tempat),Digital,98239.0,0.0,78499.0,78499.0,1,200,0,0,0,8c9d6b0e9291c8d76c0a
ORD_0000037,2024-04-08 19:15:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA SELATAN,DKI JAKARTA,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,50000.0,0.0,8000.0,8000.0,3,3300,0,0,0,4f3b9e1f949861b8b0ad
ORD_0000038,2024-04-08 19:49:00,2024-04-01,2024-04,2024,4,2,KOTA SUKABUMI,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,130540.0,0.0,16000.0,36000.0,2,4000,1,0,0,ceee650251e122c97f3b
ORD_0000041,2024-04-09 00:00:00,2024-04-01,2024-04,2024,4,2,KAB. GRESIK,JAWA TIMUR,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,121540.0,0.0,0.0,19500.0,3,150,0,0,0,ea15df6f4da54c3b7477
ORD_0000042,2024-04-09 00:22:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA BARAT,DKI JAKARTA,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,29912.0,0.0,8000.0,8000.0,1,500,0,0,0,6834b3501b086f5fad23
ORD_0000043,2024-04-09 01:45:00,2024-04-01,2024-04,2024,4,2,KAB. BEKASI,JAWA BARAT,Hemat Kargo,SPX Hemat,SPayLater,Digital,46147.0,0.0,8000.0,8000.0,2,2000,0,0,0,5310710069cad640cdbd
ORD_0000044,2024-04-09 02:45:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG SELATAN,BANTEN,Hemat Kargo,SPX Hemat,Online Payment,Digital,27000.0,0.0,8000.0,8000.0,1,500,0,0,0,5fd14bf898798864a574
ORD_0000046,2024-04-09 08:51:00,2024-04-01,2024-04,2024,4,2,KAB. LAMPUNG TENGAH,LAMPUNG,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,35528.0,0.0,3200.0,33200.0,2,400,0,0,0,92e64b5d4873b12006d2
ORD_0000047,2024-04-09 09:14:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA UTARA,DKI JAKARTA,Reguler (Cashless),SPX Standard,Saldo ShopeePay,Digital,28000.0,0.0,10000.0,10000.0,1,500,0,0,0,6f525db75d092c1643fd
ORD_0000048,2024-04-09 10:49:00,2024-04-01,2024-04,2024,4,2,KAB. BOGOR,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,31000.0,0.0,8000.0,8000.0,1,700,0,0,0,f6e4a822295e1ea262a0
ORD_0000049,2024-04-09 12:30:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA BARAT,DKI JAKARTA,Hemat Kargo,SPX Hemat,Online Payment,Digital,43800.0,0.0,8000.0,8000.0,2,1000,0,0,0,6834b3501b086f5fad23
ORD_0000050,2024-04-09 12:54:00,2024-04-01,2024-04,2024,4,2,KAB. BOGOR,JAWA BARAT,Hemat Kargo,SPX Hemat,Online Payment,Digital,33000.0,0.0,8000.0,8000.0,1,500,0,0,0,f6e4a822295e1ea262a0
ORD_0000052,2024-04-09 13:18:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG SELATAN,BANTEN,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,48590.0,0.0,8000.0,8000.0,2,1000,0,0,0,5fd14bf898798864a574
ORD_0000053,2024-04-09 14:56:00,2024-04-01,2024-04,2024,4,2,KOTA DEPOK,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,40520.0,0.0,8000.0,8000.0,2,400,0,0,0,1c4e1f950f7ee418f95f
ORD_0000057,2024-04-10 11:24:00,2024-04-01,2024-04,2024,4,2,KOTA BEKASI,JAWA BARAT,Reguler (Cashless),SPX Standard,Saldo ShopeePay,Digital,81500.0,0.0,0.0,20000.0,5,8400,0,0,0,cdfb8215683d5c8d9d68
ORD_0000058,2024-04-10 11:40:00,2024-04-01,2024-04,2024,4,2,KAB. BEKASI,JAWA BARAT,Reguler (Cashless),SPX Standard,COD (Bayar di Tempat),Digital,19800.0,0.0,0.0,9500.0,1,500,0,0,0,5310710069cad640cdbd
ORD_0000060,2024-04-10 13:37:00,2024-04-01,2024-04,2024,4,2,KAB. GARUT,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,25752.0,0.0,4000.0,14000.0,1,500,0,0,0,f515658a0172b1c8ee6e
ORD_0000061,2024-04-10 17:35:00,2024-04-01,2024-04,2024,4,2,KAB. BOGOR,JAWA BARAT,Hemat Kargo,SPX Hemat,SPayLater,Digital,29078.0,0.0,8000.0,8000.0,1,500,0,0,0,f6e4a822295e1ea262a0
ORD_0000062,2024-04-10 20:19:00,2024-04-01,2024-04,2024,4,2,KAB. BANDUNG BARAT,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,34280.0,0.0,9000.0,9000.0,1,500,0,0,0,f51502f5aaee27ed7d06
ORD_0000063,2024-04-11 00:45:00,2024-04-01,2024-04,2024,4,2,KOTA BOGOR,JAWA BARAT,Reguler (Cashless),SPX Standard,COD (Bayar di Tempat),Digital,42184.0,0.0,0.0,10000.0,2,1000,0,0,0,4ec3c68a54e4b605c63d
ORD_0000064,2024-04-11 00:47:00,2024-04-01,2024-04,2024,4,2,KOTA BOGOR,JAWA BARAT,Reguler (Cashless),JNE Reguler,Saldo ShopeePay,Digital,12100.0,0.0,0.0,9500.0,1,500,0,0,0,4ec3c68a54e4b605c63d
ORD_0000066,2024-04-11 10:11:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA TIMUR,DKI JAKARTA,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,28800.0,0.0,8000.0,8000.0,1,500,0,0,0,b3bf3966cc2baefec3f6
ORD_0000067,2024-04-11 10:16:00,2024-04-01,2024-04,2024,4,2,KAB. BEKASI,JAWA BARAT,Hemat Kargo,SPX Hemat,Online Payment,Digital,43414.0,0.0,8000.0,8000.0,2,2000,0,0,0,5310710069cad640cdbd
ORD_0000068,2024-04-11 14:18:00,2024-04-01,2024-04,2024,4,2,KAB. KUTAI BARAT,KALIMANTAN TIMUR,Reguler (Cashless),J&T Express,COD (Bayar di Tempat),Digital,152840.0,0.0,101000.0,101000.0,3,1800,0,0,0,c69cce997d4d5ef823e3
ORD_0000070,2024-04-11 15:24:00,2024-04-01,2024-04,2024,4,2,KOTA BEKASI,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,29912.0,0.0,8000.0,8000.0,1,500,0,0,0,cdfb8215683d5c8d9d68
ORD_0000073,2024-04-11 23:43:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA TIMUR,DKI JAKARTA,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,45200.0,0.0,8000.0,8000.0,2,2000,0,0,0,b3bf3966cc2baefec3f6
ORD_0000074,2024-04-12 04:56:00,2024-04-01,2024-04,2024,4,2,KOTA BEKASI,JAWA BARAT,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,48600.0,0.0,8000.0,8000.0,2,1000,0,0,0,cdfb8215683d5c8d9d68
ORD_0000077,2024-04-12 09:32:00,2024-04-01,2024-04,2024,4,2,KAB. LEBAK,BANTEN,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,94600.0,0.0,0.0,13000.0,6,3600,0,0,0,675afb311ef9e8869a9d
ORD_0000079,2024-04-12 13:04:00,2024-04-01,2024-04,2024,4,2,KAB. BEKASI,JAWA BARAT,Hemat Kargo,SPX Hemat,Kartu Kredit/Debit,Digital,45800.0,0.0,8000.0,8000.0,2,2000,0,0,0,5310710069cad640cdbd
ORD_0000080,2024-04-12 14:08:00,2024-04-01,2024-04,2024,4,2,KAB. DELI SERDANG,SUMATERA UTARA,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,38300.0,0.0,0.0,36000.0,2,2000,0,0,0,975c3bb03a471fe5ca27
ORD_0000082,2024-04-12 16:15:00,2024-04-01,2024-04,2024,4,2,KAB. LUMAJANG,JAWA TIMUR,Reguler (Cashless),SPX Standard,Kartu Kredit/Debit,Digital,83283.0,0.0,0.0,19000.0,6,1200,0,0,0,6191c9ef7816b671e0ba
ORD_0000083,2024-04-12 17:49:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG,BANTEN,Reguler (Cashless),SPX Standard,Saldo ShopeePay,Digital,17674.0,0.0,0.0,9500.0,1,500,0,0,0,ac5e2997e9bf5f871ae1
ORD_0000084,2024-04-12 18:13:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG SELATAN,BANTEN,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,28800.0,0.0,8000.0,8000.0,1,500,0,0,0,5fd14bf898798864a574
ORD_0000085,2024-04-12 18:16:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG,BANTEN,Reguler (Cashless),SPX Standard,Saldo ShopeePay,Digital,20800.0,0.0,0.0,9500.0,1,500,0,0,0,ac5e2997e9bf5f871ae1
ORD_0000086,2024-04-12 20:44:00,2024-04-01,2024-04,2024,4,2,KAB. SUBANG,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,237278.0,0.0,65000.0,85000.0,25,5000,0,0,0,c136259aa2c342bafcc3
ORD_0000087,2024-04-12 20:45:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA TIMUR,DKI JAKARTA,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,25050.0,0.0,8000.0,8000.0,1,500,0,0,0,b3bf3966cc2baefec3f6
ORD_0000088,2024-04-12 21:23:00,2024-04-01,2024-04,2024,4,2,KAB. BANDUNG,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,30952.0,0.0,9000.0,9000.0,1,500,0,0,0,762b0af5ce542722e5d7
ORD_0000089,2024-04-13 02:53:00,2024-04-01,2024-04,2024,4,2,KOTA BEKASI,JAWA BARAT,Reguler (Cashless),SPX Standard,SPayLater,Digital,28270.0,0.0,9500.0,9500.0,1,500,0,0,0,cdfb8215683d5c8d9d68
ORD_0000090,2024-04-13 04:30:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA BARAT,DKI JAKARTA,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,29912.0,0.0,8000.0,8000.0,1,500,0,0,0,6834b3501b086f5fad23
ORD_0000093,2024-04-13 07:39:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA SELATAN,DKI JAKARTA,Hemat Kargo,SPX Hemat,SeaBank Bayar Instan,Digital,81881.0,0.0,4000.0,24000.0,5,7800,0,0,0,4f3b9e1f949861b8b0ad
ORD_0000094,2024-04-13 08:08:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG,BANTEN,Instant (Versi Lama),GrabExpress Instant (Versi Lama),Online Payment,Digital,102000.0,0.0,0.0,20000.0,1,7000,0,0,0,ac5e2997e9bf5f871ae1
ORD_0000096,2024-04-13 10:15:00,2024-04-01,2024-04,2024,4,2,KAB. BEKASI,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,30120.0,0.0,8000.0,8000.0,1,500,0,0,0,5310710069cad640cdbd
ORD_0000097,2024-04-13 11:27:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG,BANTEN,Same Day,SPX Sameday,Saldo ShopeePay,Digital,123752.0,0.0,17500.0,17500.0,6,9000,0,0,0,ac5e2997e9bf5f871ae1
ORD_0000098,2024-04-13 13:11:00,2024-04-01,2024-04,2024,4,2,KAB. BOGOR,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,44472.0,0.0,8000.0,8000.0,2,1000,0,0,0,f6e4a822295e1ea262a0
ORD_0000099,2024-04-13 13:42:00,2024-04-01,2024-04,2024,4,2,KOTA CIMAHI,JAWA BARAT,Hemat Kargo,SPX Hemat,SPayLater,Digital,68660.0,0.0,18000.0,18000.0,3,4500,0,0,0,bdfa00dcfed1b2a2405e
ORD_0000100,2024-04-13 18:08:00,2024-04-01,2024-04,2024,4,2,KAB. GARUT,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,35216.0,0.0,16000.0,16000.0,1,500,0,0,0,f515658a0172b1c8ee6e
ORD_0000101,2024-04-13 19:51:00,2024-04-01,2024-04,2024,4,2,KAB. KARAWANG,JAWA BARAT,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,20800.0,0.0,0.0,10000.0,1,500,0,0,0,3a89cbf3a15ed104771a
ORD_0000102,2024-04-13 22:13:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA BARAT,DKI JAKARTA,Reguler (Cashless),JNE Reguler,Saldo ShopeePay,Digital,28090.0,0.0,10000.0,10000.0,1,500,0,0,0,6834b3501b086f5fad23
ORD_0000103,2024-04-13 22:36:00,2024-04-01,2024-04,2024,4,2,KOTA SEMARANG,JAWA TENGAH,Hemat Kargo,SPX Hemat,SPayLater,Digital,25543.0,0.0,4500.0,14500.0,1,500,0,0,0,c053b4f2c04d1fa9c732
ORD_0000104,2024-04-13 23:03:00,2024-04-01,2024-04,2024,4,2,KAB. KAUR,BENGKULU,Hemat Kargo,SPX Hemat,SPayLater,Digital,119372.0,0.0,37300.0,37300.0,6,3900,0,0,0,b1aa81eb7b8803e41475
ORD_0000105,2024-04-14 01:37:00,2024-04-01,2024-04,2024,4,2,KAB. SEMARANG,JAWA TENGAH,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,55080.0,0.0,22000.0,22000.0,2,400,0,0,0,495b8346284c82e19424
ORD_0000106,2024-04-14 05:57:00,2024-04-01,2024-04,2024,4,2,KAB. TANGERANG,BANTEN,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,29912.0,0.0,8000.0,8000.0,1,500,0,0,0,cc9b6834f66a5717a553
ORD_0000107,2024-04-14 09:14:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG,BANTEN,Same Day,SPX Sameday,Online Payment,Digital,57500.0,0.0,17500.0,17500.0,3,4200,0,0,0,ac5e2997e9bf5f871ae1
ORD_0000108,2024-04-14 09:37:00,2024-04-01,2024-04,2024,4,2,KAB. BOGOR,JAWA BARAT,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,25000.0,0.0,8000.0,8000.0,1,600,0,0,0,f6e4a822295e1ea262a0
ORD_0000109,2024-04-14 11:37:00,2024-04-01,2024-04,2024,4,2,KAB. TEBO,JAMBI,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,110408.0,0.0,15200.0,35200.0,6,3600,0,0,0,564af8ee0972f1f330fa
ORD_0000110,2024-04-14 12:17:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA SELATAN,DKI JAKARTA,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,26896.0,0.0,8000.0,8000.0,1,500,0,0,0,4f3b9e1f949861b8b0ad
ORD_0000111,2024-04-14 13:47:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA UTARA,DKI JAKARTA,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,26520.0,0.0,8000.0,8000.0,1,500,0,0,0,6f525db75d092c1643fd
ORD_0000112,2024-04-14 14:01:00,2024-04-01,2024-04,2024,4,2,KAB. PANDEGLANG,BANTEN,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,29900.0,0.0,13000.0,13000.0,1,500,0,0,0,c92b287acafcd9852dc6
ORD_0000113,2024-04-14 15:15:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG SELATAN,BANTEN,Reguler (Cashless),SPX Standard,SPayLater,Digital,20998.0,0.0,0.0,9500.0,1,500,0,0,0,5fd14bf898798864a574
ORD_0000114,2024-04-14 15:33:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG SELATAN,BANTEN,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,24577.0,0.0,8000.0,8000.0,1,100,0,0,0,5fd14bf898798864a574
ORD_0000115,2024-04-14 15:33:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG,BANTEN,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,28800.0,0.0,8000.0,8000.0,1,500,0,0,0,ac5e2997e9bf5f871ae1
ORD_0000117,2024-04-14 17:06:00,2024-04-01,2024-04,2024,4,2,KOTA BEKASI,JAWA BARAT,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,32000.0,0.0,8000.0,8000.0,1,500,0,0,0,cdfb8215683d5c8d9d68
ORD_0000118,2024-04-14 17:43:00,2024-04-01,2024-04,2024,4,2,KAB. TANGERANG,BANTEN,Reguler (Cashless),SPX Standard,COD (Bayar di Tempat),Digital,36152.0,0.0,0.0,10000.0,2,1000,0,0,0,cc9b6834f66a5717a553
ORD_0000119,2024-04-14 17:46:00,2024-04-01,2024-04,2024,4,2,KAB. KARAWANG,JAWA BARAT,Reguler (Cashless),SPX Standard,COD (Bayar di Tempat),Digital,48284.0,0.0,11000.0,11000.0,2,2000,0,0,0,3a89cbf3a15ed104771a
ORD_0000120,2024-04-14 19:28:00,2024-04-01,2024-04,2024,4,2,KAB. MERANGIN,JAMBI,Reguler (Cashless),J&T Express,COD (Bayar di Tempat),Digital,42000.0,0.0,11000.0,51000.0,2,400,0,0,0,4a91e3521e1510da1c98
ORD_0000121,2024-04-14 20:45:00,2024-04-01,2024-04,2024,4,2,KOTA JAKARTA TIMUR,DKI JAKARTA,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,26896.0,0.0,8000.0,8000.0,1,500,0,0,0,b3bf3966cc2baefec3f6
ORD_0000122,2024-04-14 20:53:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG SELATAN,BANTEN,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,25900.0,0.0,8000.0,8000.0,1,500,0,0,0,5fd14bf898798864a574
ORD_0000123,2024-04-14 22:04:00,2024-04-01,2024-04,2024,4,2,KAB. TANGERANG,BANTEN,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,19720.0,0.0,8000.0,8000.0,1,500,0,0,0,cc9b6834f66a5717a553
ORD_0000124,2024-04-14 22:12:00,2024-04-01,2024-04,2024,4,2,KAB. PASAMAN,SUMATERA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,18576.0,0.0,0.0,36600.0,1,500,0,0,0,ce589f2877cf15e8378f
ORD_0000125,2024-04-14 22:51:00,2024-04-01,2024-04,2024,4,2,KAB. BEKASI,JAWA BARAT,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,23092.0,0.0,8000.0,8000.0,1,500,0,0,0,5310710069cad640cdbd
ORD_0000126,2024-04-15 00:34:00,2024-04-01,2024-04,2024,4,2,KOTA MALANG,JAWA TIMUR,Reguler (Cashless),SPX Standard,Kartu Kredit/Debit,Digital,93000.0,0.0,2000.0,22000.0,6,1200,0,0,0,0448616aaec0f43c6374
ORD_0000127,2024-04-15 05:04:00,2024-04-01,2024-04,2024,4,2,KAB. BOGOR,JAWA BARAT,Hemat Kargo,SPX Hemat,Saldo ShopeePay,Digital,28700.0,0.0,8000.0,8000.0,1,500,0,0,0,f6e4a822295e1ea262a0
ORD_0000128,2024-04-15 07:43:00,2024-04-01,2024-04,2024,4,2,KOTA TANGERANG,BANTEN,Instant (Versi Lama),SPX Instant (Versi Lama),Online Payment,Digital,84952.0,0.0,36000.0,36000.0,3,4500,0,0,0,ac5e2997e9bf5f871ae1
ORD_0000129,2024-04-15 08:11:00,2024-04-01,2024-04,2024,4,2,KAB. PEMALANG,JAWA TENGAH,Hemat Kargo,SPX Hemat,COD (Bayar di Tempat),Digital,45720.0,0.0,22000.0,22000.0,2,620,0,0,0,11dbaa72c4f679e574f7
