"customer_id"|"kota"|"provinsi"|"recency_days"|"frequency"|"monetary"|"avg_order_value"|"total_items_purchased"|"first_order_date"|"last_order_date"|"r_score"|"f_score"|"m_score"|"rfm_total"|"segment"
"974a811fdd82365a7c4e"|"KAB. TOJO UNA-UNA"|"SULAWESI TENGAH"|414|1|"95680"|"95680"|2|"2024-10-09"|"2024-10-09"|1|1|1|3|"Lost"
"3b7c980cbf7fe0e05eeb"|"KOTA SAWAH LUNTO"|"SUMATERA BARAT"|408|3|"195000"|"65000"|12|"2024-03-03"|"2024-10-15"|1|2|2|5|"Hibernating"
"b810bbfc4002cfbba784"|"KAB. PIDIE"|"NANGGROE ACEH DARUSSALAM (NAD)"|404|1|"48320"|"48320"|4|"2024-10-19"|"2024-10-19"|1|1|1|3|"Lost"
"06eda92c369637977776"|"KAB. SUKAMARA"|"KALIMANTAN TENGAH"|403|2|"267700"|"133850"|6|"2023-12-24"|"2024-10-20"|1|1|2|4|"Hibernating"
"2c69e14c9e8a1670cb01"|"KAB. ACEH JAYA"|"NANGGROE ACEH DARUSSALAM (NAD)"|401|1|"61840"|"61840"|2|"2024-10-22"|"2024-10-22"|1|1|1|3|"Lost"
"8e4bda563b9cac34f6df"|"KAB. MAMASA"|"SULAWESI BARAT"|396|1|"139776"|"139776"|4|"2024-10-27"|"2024-10-27"|1|1|1|3|"Lost"
"a43c6552c3146b7026f8"|"KAB. BANTAENG"|"SULAWESI SELATAN"|396|3|"95030"|"31677"|4|"2024-08-21"|"2024-10-27"|1|1|1|3|"Lost"
"940b2358627af4d1627d"|"KAB. POHUWATO"|"GORONTALO"|382|2|"101880"|"50940"|4|"2024-09-09"|"2024-11-10"|1|1|1|3|"Lost"
"53ce40addfecf0cd5b28"|"KAB. KARIMUN"|"KEPULAUAN RIAU"|381|3|"194471"|"64824"|6|"2024-11-04"|"2024-11-11"|1|1|1|3|"Lost"
"624698b258654f33db22"|"KAB. GORONTALO UTARA"|"GORONTALO"|381|1|"128000"|"128000"|1|"2024-11-11"|"2024-11-11"|1|1|1|3|"Lost"
"dc5dac50acb09145f851"|"KAB. MAHAKAM ULU"|"KALIMANTAN TIMUR"|380|2|"207816"|"103908"|5|"2024-01-31"|"2024-11-12"|1|1|2|4|"Hibernating"
"70ad9ad06ce7e8c5591f"|"KAB. MINAHASA"|"SULAWESI UTARA"|377|1|"25024"|"25024"|1|"2024-11-15"|"2024-11-15"|1|1|1|3|"Lost"
"ada0be1a428a333148d6"|"KAB. MUNA"|"SULAWESI TENGGARA"|376|1|"94808"|"94808"|4|"2024-11-16"|"2024-11-16"|1|1|1|3|"Lost"
"038d335a6a75ba44fa67"|"KAB. BARITO SELATAN"|"KALIMANTAN TENGAH"|370|2|"179736"|"89868"|7|"2024-11-06"|"2024-11-22"|1|1|1|3|"Lost"
"5dd55446642df481cb89"|"KAB. BARITO UTARA"|"KALIMANTAN TENGAH"|367|3|"141150"|"47050"|6|"2024-04-24"|"2024-11-25"|1|1|1|3|"Lost"
"bbfc0fe5ef6215679cb2"|"KAB. MAJENE"|"SULAWESI BARAT"|365|2|"190572"|"95286"|5|"2024-10-09"|"2024-11-27"|1|1|1|3|"Lost"
"80efb4f2b8e3fbf3e5c8"|"KAB. JAYAWIJAYA"|"PAPUA"|363|1|"165000"|"165000"|6|"2024-11-29"|"2024-11-29"|1|1|1|3|"Lost"
"f16e13cd978f1bec45b6"|"KAB. BANGLI"|"BALI"|328|3|"151720"|"50573"|8|"2024-06-09"|"2025-01-03"|1|1|1|3|"Lost"
"5770aaa5626cfedf9075"|"KAB. ENDE"|"NUSA TENGGARA TIMUR (NTT)"|327|1|"72656"|"72656"|2|"2025-01-04"|"2025-01-04"|1|1|1|3|"Lost"
"c8396270c9287f13ac53"|"KAB. KOLAKA UTARA"|"SULAWESI TENGGARA"|316|2|"189540"|"94770"|4|"2024-08-07"|"2025-01-15"|1|1|1|3|"Lost"
"f9f356ee8f94ec397365"|"KAB. NGADA"|"NUSA TENGGARA TIMUR (NTT)"|301|1|"114920"|"114920"|4|"2025-01-30"|"2025-01-30"|1|1|1|3|"Lost"
"6b0f7b09d80d495c417e"|"KOTA PAGAR ALAM"|"SUMATERA SELATAN"|299|4|"234056"|"58514"|8|"2024-06-23"|"2025-02-01"|1|2|2|5|"Hibernating"
"38e6861488252dd14352"|"KAB. KUPANG"|"NUSA TENGGARA TIMUR (NTT)"|299|1|"124240"|"124240"|7|"2025-02-01"|"2025-02-01"|1|1|1|3|"Lost"
"0c831e852e98bb09ac87"|"KAB. SUMBA BARAT"|"NUSA TENGGARA TIMUR (NTT)"|297|1|"110890"|"110890"|1|"2025-02-03"|"2025-02-03"|1|1|1|3|"Lost"
"2040c98627ee8bcfdae9"|"KAB. MINAHASA TENGGARA"|"SULAWESI UTARA"|291|1|"58616"|"58616"|2|"2025-02-09"|"2025-02-09"|1|1|1|3|"Lost"
"fc078f0bd8c5b89c7b37"|"KAB. PARIGI MOUTONG"|"SULAWESI TENGAH"|279|1|"64960"|"64960"|1|"2025-02-21"|"2025-02-21"|1|1|1|3|"Lost"
"3f8766492edd415c36db"|"KAB. LOMBOK BARAT"|"NUSA TENGGARA BARAT (NTB)"|274|2|"160210"|"80105"|4|"2024-08-14"|"2025-02-26"|1|1|1|3|"Lost"
"6f50d95114eff8e1fb8d"|"KAB. BUOL"|"SULAWESI TENGAH"|271|3|"381586"|"127195"|7|"2023-12-12"|"2025-03-01"|1|2|2|5|"Hibernating"
"b15b4a52e81edc5c3807"|"KAB. LUWU"|"SULAWESI SELATAN"|269|4|"197960"|"49490"|15|"2024-04-17"|"2025-03-03"|1|2|2|5|"Hibernating"
"c69cce997d4d5ef823e3"|"KAB. KUTAI BARAT"|"KALIMANTAN TIMUR"|264|3|"457043"|"152348"|9|"2024-04-11"|"2025-03-08"|1|1|2|4|"Hibernating"
"bcd9f2643b1639f4f3be"|"KAB. KUTAI TIMUR"|"KALIMANTAN TIMUR"|261|6|"862676"|"143779"|15|"2024-06-03"|"2025-03-11"|1|2|3|6|"Hibernating"
"6c1b6d353d0f4f49568f"|"KAB. JENEPONTO"|"SULAWESI SELATAN"|256|1|"23000"|"23000"|1|"2025-03-16"|"2025-03-16"|1|1|1|3|"Lost"
"abf7dc1a83e7c2d87f70"|"KAB. SERUYAN"|"KALIMANTAN TENGAH"|235|5|"479901"|"95980"|15|"2024-02-13"|"2025-04-06"|1|2|2|5|"Hibernating"
"40974a4d52544589d279"|"KOTA GUNUNGSITOLI"|"SUMATERA UTARA"|233|4|"341200"|"85300"|21|"2024-09-23"|"2025-04-08"|1|2|2|5|"Hibernating"
"ccfbb997b2930f3baee2"|"KAB. KEPULAUAN MENTAWAI"|"SUMATERA BARAT"|232|1|"60238"|"60238"|2|"2025-04-09"|"2025-04-09"|1|1|1|3|"Lost"
"223aa59f59de0775501f"|"KAB. LUWU TIMUR"|"SULAWESI SELATAN"|228|8|"511816"|"63977"|14|"2024-06-19"|"2025-04-13"|1|2|2|5|"Hibernating"
"72a11e1bb0d641bd7f3b"|"KAB. SUMBA TIMUR"|"NUSA TENGGARA TIMUR (NTT)"|222|1|"88360"|"88360"|1|"2025-04-19"|"2025-04-19"|1|1|1|3|"Lost"
"ec065da3f6dc1536ff1c"|"KAB. POSO"|"SULAWESI TENGAH"|221|3|"288881"|"96294"|3|"2024-08-31"|"2025-04-20"|1|2|2|5|"Hibernating"
"3eb6b392456287981bd5"|"KAB. DOMPU"|"NUSA TENGGARA BARAT (NTB)"|219|4|"243200"|"60800"|9|"2024-01-07"|"2025-04-22"|1|2|2|5|"Hibernating"
"1d4a32826cea0ae8c339"|"KAB. PIDIE JAYA"|"NANGGROE ACEH DARUSSALAM (NAD)"|217|3|"125928"|"41976"|5|"2025-01-07"|"2025-04-24"|1|1|1|3|"Lost"
"178f9c4554c7ec30402a"|"KAB. SIDENRENG RAPPANG/RAPANG"|"SULAWESI SELATAN"|211|16|"1631200"|"101950"|33|"2024-05-18"|"2025-04-30"|1|3|4|8|"Cannot Lose Them"
"5574a4f01748724d050e"|"KAB. MUSI RAWAS UTARA"|"SUMATERA SELATAN"|200|4|"221252"|"55313"|10|"2024-04-24"|"2025-05-11"|1|2|2|5|"Hibernating"
"ccbe564ab2e5ca0ad9a1"|"KAB. NIAS UTARA"|"SUMATERA UTARA"|187|1|"339500"|"339500"|1|"2025-05-24"|"2025-05-24"|1|1|2|4|"Hibernating"
"e12742dd34fc4f51c1da"|"KAB. LABUHAN BATU"|"SUMATERA UTARA"|187|10|"668220"|"66822"|14|"2024-01-01"|"2025-05-24"|1|3|3|7|"Cannot Lose Them"
"4ee852fceacc44c038c9"|"KAB. TIMOR TENGAH UTARA"|"NUSA TENGGARA TIMUR (NTT)"|184|1|"83000"|"83000"|5|"2025-05-27"|"2025-05-27"|1|1|1|3|"Lost"
"63318d64556156b1ac11"|"KAB. BELITUNG TIMUR"|"BANGKA BELITUNG"|178|5|"226992"|"45398"|10|"2024-02-25"|"2025-06-02"|1|2|2|5|"Hibernating"
"907360527b9b95c21d36"|"KAB. TANA TORAJA"|"SULAWESI SELATAN"|177|3|"190097"|"63366"|10|"2024-07-03"|"2025-06-03"|1|1|1|3|"Lost"
"4a45c49ea0f2b6226ae8"|"KAB. BENER MERIAH"|"NANGGROE ACEH DARUSSALAM (NAD)"|174|1|"35400"|"35400"|3|"2025-06-06"|"2025-06-06"|1|1|1|3|"Lost"
"90eda23e9f6abd7d5c77"|"KAB. LUWU UTARA"|"SULAWESI SELATAN"|161|4|"276651"|"69163"|5|"2024-05-13"|"2025-06-19"|1|2|2|5|"Hibernating"
"4c8cccc130de5699c7e1"|"KAB. MAMUJU"|"SULAWESI BARAT"|155|4|"239252"|"59813"|8|"2024-08-13"|"2025-06-25"|1|2|2|5|"Hibernating"
"ab5da39ad53f35b554de"|"KAB. MINAHASA UTARA"|"SULAWESI UTARA"|155|1|"0"|"0"|1|"2025-06-25"|"2025-06-25"|1|1|1|3|"Lost"
"01c1ee76e09e13aad8ad"|"KAB. ENREKANG"|"SULAWESI SELATAN"|116|2|"59340"|"29670"|2|"2025-01-04"|"2025-08-03"|1|1|1|3|"Lost"
"38cd4b46ab25559aaed9"|"KAB. TULANG BAWANG BARAT"|"LAMPUNG"|115|5|"308205"|"61641"|5|"2024-07-24"|"2025-08-04"|1|2|2|5|"Hibernating"
"421daaefad6fa145debf"|"KAB. GOWA"|"SULAWESI SELATAN"|115|2|"252280"|"126140"|2|"2023-12-25"|"2025-08-04"|1|1|2|4|"Hibernating"
"89421b29232b9e76d7e1"|"KAB. SINTANG"|"KALIMANTAN BARAT"|112|2|"114500"|"57250"|6|"2024-04-25"|"2025-08-07"|1|1|1|3|"Lost"
"6ea756583a79f84f1803"|"KAB. ROTE NDAO"|"NUSA TENGGARA TIMUR (NTT)"|111|1|"142200"|"142200"|7|"2025-08-08"|"2025-08-08"|1|1|1|3|"Lost"
"b5bd69736102c93d1485"|"KAB. KEPULAUAN TALAUD"|"SULAWESI UTARA"|108|2|"120380"|"60190"|5|"2024-08-01"|"2025-08-11"|1|1|1|3|"Lost"
"2cf8fd926ed5ebd6cbfa"|"KAB. SIMEULUE"|"NANGGROE ACEH DARUSSALAM (NAD)"|99|1|"30100"|"30100"|1|"2025-08-20"|"2025-08-20"|1|1|1|3|"Lost"
"d2ba88dbafebc8a3a646"|"KAB. TAPANULI UTARA"|"SUMATERA UTARA"|97|1|"48500"|"48500"|2|"2025-08-22"|"2025-08-22"|1|1|1|3|"Lost"
"3885fc9f82089ba611c2"|"KOTA BANJAR"|"JAWA BARAT"|96|12|"261660"|"21805"|17|"2023-12-12"|"2025-08-23"|1|3|2|6|"Cannot Lose Them"
"7d84a768515d6b09f6b5"|"KAB. SOLOK SELATAN"|"SUMATERA BARAT"|96|2|"177600"|"88800"|11|"2024-11-11"|"2025-08-23"|1|1|1|3|"Lost"
"3da8aa036382b77e8e89"|"KOTA BUKITTINGGI"|"SUMATERA BARAT"|93|6|"298785"|"49798"|10|"2024-01-02"|"2025-08-26"|1|2|2|5|"Hibernating"
"6ea0eb95414cec857c00"|"KOTA TERNATE"|"MALUKU UTARA"|92|4|"504440"|"126110"|20|"2024-04-30"|"2025-08-27"|1|2|2|5|"Hibernating"
"bc3cebc66c47a31b163e"|"KAB. BALANGAN"|"KALIMANTAN SELATAN"|87|1|"210995"|"210995"|15|"2025-09-01"|"2025-09-01"|1|1|2|4|"Hibernating"
"84a73c4ec9372ddd5e7a"|"KAB. SEKADAU"|"KALIMANTAN BARAT"|86|7|"405310"|"57901"|17|"2024-07-09"|"2025-09-02"|1|2|2|5|"Hibernating"
"555ffda30c48359ea672"|"KAB. TOBA SAMOSIR"|"SUMATERA UTARA"|84|2|"70200"|"35100"|4|"2024-01-09"|"2025-09-04"|1|1|1|3|"Lost"
"db54d29e6b1153e12d82"|"KOTA PAREPARE"|"SULAWESI SELATAN"|84|4|"2904618"|"726155"|91|"2025-01-12"|"2025-09-04"|1|2|4|7|"Hibernating"
"d3087c1c2c5f9b5204d5"|"KAB. SANGGAU"|"KALIMANTAN BARAT"|82|14|"1048080"|"74863"|38|"2024-01-26"|"2025-09-06"|1|3|3|7|"Cannot Lose Them"
"8e88c07efed18f3bd31b"|"KAB. BENGKULU SELATAN"|"BENGKULU"|79|5|"145625"|"29125"|7|"2024-11-12"|"2025-09-09"|1|2|1|4|"Hibernating"
"8b1824a1d564a5f1b3a8"|"KAB. BANGKA TENGAH"|"BANGKA BELITUNG"|79|8|"483994"|"60499"|13|"2024-07-04"|"2025-09-09"|1|2|2|5|"Hibernating"
"71394a55c04526a93b98"|"KAB. KARO"|"SUMATERA UTARA"|79|2|"97800"|"48900"|4|"2024-02-06"|"2025-09-09"|1|1|1|3|"Lost"
"7fbc23ab535e96f2dd0a"|"KAB. BOLAANG MONGONDOW SELATAN"|"SULAWESI UTARA"|78|1|"72500"|"72500"|3|"2025-09-10"|"2025-09-10"|1|1|1|3|"Lost"
"edb547f13d24970cf1c5"|"KAB. BENGKAYANG"|"KALIMANTAN BARAT"|75|10|"669490"|"66949"|37|"2024-09-01"|"2025-09-13"|1|3|3|7|"Cannot Lose Them"
"735c6ba4d88503a626d1"|"KAB. MAGETAN"|"JAWA TIMUR"|72|14|"883296"|"63093"|47|"2024-01-27"|"2025-09-16"|1|3|3|7|"Cannot Lose Them"
"2e4eba3837c9d9c8e17c"|"KAB. PINRANG"|"SULAWESI SELATAN"|71|6|"612281"|"102047"|20|"2024-05-25"|"2025-09-17"|1|2|3|6|"Hibernating"
"541552ba02d8c7fbecce"|"KAB. BONDOWOSO"|"JAWA TIMUR"|71|9|"513940"|"57104"|12|"2024-09-29"|"2025-09-17"|1|2|2|5|"Hibernating"
"d28c776c878bec781a29"|"KAB. KAPUAS HULU"|"KALIMANTAN BARAT"|71|6|"329773"|"54962"|9|"2024-07-11"|"2025-09-17"|1|2|2|5|"Hibernating"
"89ee7600582f03d74c0a"|"KAB. BUNGO"|"JAMBI"|70|17|"818949"|"48173"|39|"2024-02-02"|"2025-09-18"|1|3|3|7|"Cannot Lose Them"
"a74a5586a25467d3e963"|"KAB. SOLOK"|"SUMATERA BARAT"|69|6|"344834"|"57472"|11|"2024-03-29"|"2025-09-19"|1|2|2|5|"Hibernating"
"2674eca44c90ebaa1ad4"|"KAB. PULANG PISAU"|"KALIMANTAN TENGAH"|68|3|"232544"|"77515"|6|"2025-02-11"|"2025-09-20"|1|2|2|5|"Hibernating"
"2811e55a75d794585f5f"|"KAB. ACEH SELATAN"|"NANGGROE ACEH DARUSSALAM (NAD)"|67|3|"192070"|"64023"|5|"2024-08-05"|"2025-09-21"|1|1|1|3|"Lost"
"a6bac7a74e851ff77baf"|"KOTA SORONG"|"PAPUA BARAT"|63|1|"145000"|"145000"|6|"2025-09-25"|"2025-09-25"|2|1|1|4|"Hibernating"
"eee6407a8c9dac6f1dca"|"KAB. BELITUNG"|"BANGKA BELITUNG"|63|17|"1051459"|"61851"|34|"2024-02-02"|"2025-09-25"|2|3|3|8|"At Risk"
"30e3ec6be8fda27a72ac"|"KAB. LOMBOK UTARA"|"NUSA TENGGARA BARAT (NTB)"|58|2|"883300"|"441650"|3|"2025-08-07"|"2025-09-30"|2|1|3|6|"Hibernating"
"db8a36320a5102e60766"|"KAB. MINAHASA SELATAN"|"SULAWESI UTARA"|58|3|"743970"|"247990"|9|"2025-04-09"|"2025-09-30"|2|1|3|6|"Hibernating"
"d03e974f1b49d5ed4f77"|"KOTA MOJOKERTO"|"JAWA TIMUR"|57|4|"98953"|"24738"|6|"2024-09-21"|"2025-10-01"|2|2|1|5|"Need Attention"
"b9ed158ba0dcd38d20b0"|"KAB. NAGAN RAYA"|"NANGGROE ACEH DARUSSALAM (NAD)"|56|4|"1054802"|"263701"|7|"2024-08-14"|"2025-10-02"|2|2|3|7|"Need Attention"
"b1aa81eb7b8803e41475"|"KAB. KAUR"|"BENGKULU"|56|6|"512170"|"85362"|17|"2024-01-16"|"2025-10-02"|2|2|2|6|"Need Attention"
"d7e93702529072eace68"|"KAB. BANGKA"|"BANGKA BELITUNG"|55|14|"591242"|"42232"|29|"2024-06-25"|"2025-10-03"|2|3|2|7|"Need Attention"
"06806dffa7399689ff4e"|"KAB. KEPAHIANG"|"BENGKULU"|55|3|"189156"|"63052"|10|"2024-07-07"|"2025-10-03"|2|1|1|4|"Hibernating"
"e8c5e33048874090d560"|"KAB. KOLAKA"|"SULAWESI TENGGARA"|54|1|"28000"|"28000"|1|"2025-10-04"|"2025-10-04"|2|1|1|4|"Hibernating"
"52f04f574fafe4badfc4"|"KAB. ACEH SINGKIL"|"NANGGROE ACEH DARUSSALAM (NAD)"|54|1|"32000"|"32000"|2|"2025-10-04"|"2025-10-04"|2|1|1|4|"Hibernating"
"d5875606f7674131f68c"|"KAB. NUNUKAN"|"KALIMANTAN UTARA"|53|2|"227816"|"113908"|19|"2024-02-22"|"2025-10-05"|2|1|2|5|"Hibernating"
"4527635d8792ec72039f"|"KAB. SUMBAWA BARAT"|"NUSA TENGGARA BARAT (NTB)"|53|10|"1011459"|"101146"|17|"2024-07-18"|"2025-10-05"|2|3|3|8|"At Risk"
"c11ab8dd7d43937e82b9"|"KOTA KUPANG"|"NUSA TENGGARA TIMUR (NTT)"|52|9|"662945"|"73661"|22|"2024-09-15"|"2025-10-06"|2|2|3|7|"Need Attention"
"fd3bfaec425fec24c6bd"|"KAB. PAMEKASAN"|"JAWA TIMUR"|52|22|"568518"|"25842"|33|"2024-01-30"|"2025-10-06"|2|3|2|7|"Need Attention"
"e3652f2ebb00375c6d2d"|"KAB. KUTAI KARTANEGARA"|"KALIMANTAN TIMUR"|52|15|"1024649"|"68310"|28|"2024-03-11"|"2025-10-06"|2|3|3|8|"At Risk"
"8043aa74a38bfb71964a"|"KAB. BOLAANG MONGONDOW (BOLMONG)"|"SULAWESI UTARA"|51|2|"95900"|"47950"|4|"2024-07-03"|"2025-10-07"|2|1|1|4|"Hibernating"
"2af9d75b75e7dad773a1"|"KAB. HULU SUNGAI SELATAN"|"KALIMANTAN SELATAN"|51|4|"174725"|"43681"|10|"2024-11-08"|"2025-10-07"|2|2|1|5|"Need Attention"
"037ab13cf72ee92f121d"|"KOTA SOLOK"|"SUMATERA BARAT"|51|1|"16500"|"16500"|1|"2025-10-07"|"2025-10-07"|2|1|1|4|"Hibernating"
"26d1b13b4a8c72a91a9c"|"KAB. KERINCI"|"JAMBI"|51|9|"865214"|"96135"|34|"2024-03-06"|"2025-10-07"|2|2|3|7|"Need Attention"
"f45be842ae1408686ce2"|"KAB. PELALAWAN"|"RIAU"|50|10|"873847"|"87385"|29|"2024-03-03"|"2025-10-08"|2|2|3|7|"Need Attention"
"2a48a2fc80c240fd8561"|"KAB. PASER"|"KALIMANTAN TIMUR"|50|9|"599478"|"66609"|42|"2024-02-28"|"2025-10-08"|2|2|3|7|"Need Attention"
"670c271c084c3cb9dcfd"|"KOTA MAKASSAR"|"SULAWESI SELATAN"|50|33|"5805408"|"175921"|176|"2024-01-23"|"2025-10-08"|2|4|4|10|"At Risk"
"11189e9ddd375a2dffcc"|"KAB. NIAS SELATAN"|"SUMATERA UTARA"|49|3|"195433"|"65144"|12|"2024-02-02"|"2025-10-09"|2|2|2|6|"Need Attention"
"d66bece5e1993bef8d7d"|"KAB. MANGGARAI BARAT"|"NUSA TENGGARA TIMUR (NTT)"|49|1|"219000"|"219000"|1|"2025-10-09"|"2025-10-09"|2|1|2|5|"Hibernating"
"4f4835a5383c0507841c"|"KAB. PESAWARAN"|"LAMPUNG"|49|8|"284560"|"35570"|9|"2023-12-29"|"2025-10-09"|2|2|2|6|"Need Attention"
"2829cee23b0ae0b4c941"|"KAB. KUNINGAN"|"JAWA BARAT"|48|45|"2784979"|"61888"|69|"2023-12-10"|"2025-10-10"|2|4|4|10|"At Risk"
"41622068abce2ef523e4"|"KOTA AMBON"|"MALUKU"|48|12|"2114330"|"176194"|26|"2024-07-08"|"2025-10-10"|2|3|4|9|"At Risk"
"20f62c001eb715d720d5"|"KOTA MAGELANG"|"JAWA TENGAH"|47|12|"422698"|"35225"|23|"2024-09-18"|"2025-10-11"|2|3|2|7|"Need Attention"
"c15aaaeb6d6aab5bef63"|"KAB. PRINGSEWU"|"LAMPUNG"|47|15|"932068"|"62138"|65|"2024-06-14"|"2025-10-11"|2|3|3|8|"At Risk"
"bae48ea22a3901f78dac"|"KOTA PADANG SIDEMPUAN"|"SUMATERA UTARA"|46|1|"17500"|"17500"|1|"2025-10-12"|"2025-10-12"|2|1|1|4|"Hibernating"
"9f211ab5ca4eebcc03da"|"KAB. BONE BOLANGO"|"GORONTALO"|45|6|"424566"|"70761"|7|"2024-05-13"|"2025-10-13"|2|2|2|6|"Need Attention"
"21eac5fe02a1006b51e2"|"KAB. LOMBOK TENGAH"|"NUSA TENGGARA BARAT (NTB)"|44|17|"1489149"|"87597"|29|"2024-02-01"|"2025-10-14"|2|3|4|9|"At Risk"
"dbb09f6e0f4af72a608c"|"KAB. PADANG LAWAS UTARA"|"SUMATERA UTARA"|43|2|"54485"|"27243"|6|"2025-10-03"|"2025-10-15"|2|1|1|4|"Hibernating"
"47550887de22f1cad1d6"|"KAB. BANGGAI"|"SULAWESI TENGAH"|43|2|"220300"|"110150"|3|"2024-08-12"|"2025-10-15"|2|1|2|5|"Hibernating"
"45c5c6363fd6668cd5fd"|"KAB. OGAN ILIR"|"SUMATERA SELATAN"|42|10|"388473"|"38847"|18|"2024-04-29"|"2025-10-16"|2|2|2|6|"Need Attention"
"a9e8cfeb1abb06ae09a5"|"KAB. BLORA"|"JAWA TENGAH"|42|21|"1493152"|"71102"|33|"2024-01-26"|"2025-10-16"|2|3|4|9|"At Risk"
"971ce89e76e146685bd2"|"KAB. TRENGGALEK"|"JAWA TIMUR"|40|10|"238369"|"23837"|16|"2024-07-06"|"2025-10-18"|2|3|2|7|"Need Attention"
"9156ee10100491ad9bf7"|"KAB. TAPANULI TENGAH"|"SUMATERA UTARA"|40|3|"156300"|"52100"|6|"2024-02-15"|"2025-10-18"|2|1|1|4|"Hibernating"
"25e3126204e54796544d"|"KOTA PAYAKUMBUH"|"SUMATERA BARAT"|39|4|"469412"|"117353"|22|"2024-03-04"|"2025-10-19"|2|2|2|6|"Need Attention"
"d34966d06af375e75983"|"KAB. KAYONG UTARA"|"KALIMANTAN BARAT"|39|3|"292918"|"97639"|16|"2024-05-28"|"2025-10-19"|2|1|2|5|"Hibernating"
"e98baeec24aa43a3fd52"|"KAB. KLUNGKUNG"|"BALI"|39|4|"972490"|"243123"|31|"2024-10-04"|"2025-10-19"|2|2|3|7|"Need Attention"
